"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 08월 02일","520,000","490,000","523,000","490,000","130.10K","3.59%"
"2019년 08월 01일","502,000","487,000","504,000","481,000","81.49K","4.26%"
"2019년 07월 31일","481,500","482,500","484,500","475,500","52.79K","0.00%"
"2019년 07월 30일","481,500","488,500","488,500","475,500","51.73K","-0.72%"
"2019년 07월 29일","485,000","490,000","495,000","481,000","53.97K","-1.42%"
"2019년 07월 26일","492,000","484,000","495,000","482,500","48.11K","0.41%"
"2019년 07월 25일","490,000","490,500","496,500","488,000","49.82K","-0.61%"
"2019년 07월 24일","493,000","494,000","498,500","491,000","50.17K","-1.10%"
"2019년 07월 23일","498,500","501,000","501,000","494,000","50.13K","-0.30%"
"2019년 07월 22일","500,000","501,000","501,000","492,500","37.01K","-0.40%"
"2019년 07월 19일","502,000","495,500","502,000","494,500","48.49K","1.31%"
"2019년 07월 18일","495,500","488,500","496,500","487,000","36.28K","0.51%"
"2019년 07월 17일","493,000","499,000","499,500","491,000","27.25K","-1.40%"
"2019년 07월 16일","500,000","502,000","502,000","492,000","47.15K","0.60%"
"2019년 07월 15일","497,000","495,500","501,000","493,000","28.49K","-0.10%"
"2019년 07월 12일","497,500","494,500","500,000","492,000","60.72K","1.43%"
"2019년 07월 11일","490,500","483,500","496,500","483,000","113.72K","0.82%"
"2019년 07월 10일","486,500","487,000","488,500","476,000","56.18K","0.41%"
"2019년 07월 09일","484,500","479,500","488,500","473,000","62.02K","1.36%"
"2019년 07월 08일","478,000","475,500","483,000","467,500","62.20K","-0.42%"
"2019년 07월 05일","480,000","472,500","481,000","471,000","66.33K","2.45%"
"2019년 07월 04일","468,500","466,500","472,500","464,500","41.07K","0.00%"
"2019년 07월 03일","468,500","464,000","472,500","461,500","98.02K","2.07%"
"2019년 07월 02일","459,000","465,500","468,000","456,000","71.08K","-1.92%"
"2019년 07월 01일","468,000","478,000","482,500","463,500","44.78K","-1.89%"
"2019년 06월 28일","477,000","477,500","483,000","474,500","49.87K","-0.83%"
"2019년 06월 27일","481,000","475,500","482,500","470,000","55.76K","1.16%"
"2019년 06월 26일","475,500","478,000","480,000","471,500","38.36K","0.21%"
"2019년 06월 25일","474,500","478,500","481,500","473,000","54.26K","-1.45%"
"2019년 06월 24일","481,500","486,000","488,500","479,000","49.96K","-0.72%"
"2019년 06월 21일","485,000","486,000","495,000","484,000","106.99K","0.10%"
"2019년 06월 20일","484,500","466,500","485,000","463,000","68.68K","3.86%"
"2019년 06월 19일","466,500","461,000","467,500","457,500","69.61K","2.08%"
"2019년 06월 18일","457,000","462,500","466,000","452,000","103.77K","-2.45%"
"2019년 06월 17일","468,500","470,500","471,000","464,000","36.80K","-0.21%"
"2019년 06월 14일","469,500","471,500","471,500","465,500","53.39K","-0.21%"
"2019년 06월 13일","470,500","470,500","471,500","462,500","89.59K","0.11%"
"2019년 06월 12일","470,000","469,000","472,000","462,000","43.36K","0.11%"
"2019년 06월 11일","469,500","471,000","472,000","462,500","58.63K","-0.95%"
"2019년 06월 10일","474,000","461,500","475,000","461,000","65.93K","3.16%"
"2019년 06월 07일","459,500","464,500","465,500","453,500","37.97K","0.00%"
"2019년 06월 05일","459,500","461,500","463,500","453,500","58.28K","0.55%"
"2019년 06월 04일","457,000","467,500","468,000","454,500","99.75K","-1.72%"
"2019년 06월 03일","465,000","472,000","475,500","457,000","117.20K","-2.52%"
"2019년 05월 31일","477,000","473,500","483,000","472,500","54.75K","0.10%"
"2019년 05월 30일","476,500","480,000","482,500","468,500","64.10K","-0.73%"
"2019년 05월 29일","480,000","479,500","487,000","474,500","74.66K","1.16%"
"2019년 05월 28일","474,500","482,500","484,000","472,500","240.81K","-1.15%"
"2019년 05월 27일","480,000","464,000","481,500","451,500","66.04K","1.05%"
"2019년 05월 24일","475,000","491,000","495,000","472,500","77.63K","-3.26%"
"2019년 05월 23일","491,000","489,000","494,000","481,000","43.12K","0.82%"
"2019년 05월 22일","487,000","483,000","490,000","480,500","44.64K","0.41%"
"2019년 05월 21일","485,000","481,500","495,000","481,500","51.34K","0.10%"
"2019년 05월 20일","484,500","497,000","497,000","482,500","55.36K","-1.82%"
"2019년 05월 17일","493,500","504,000","506,000","492,000","44.94K","-1.30%"
"2019년 05월 16일","500,000","495,000","505,000","494,500","65.29K","0.30%"
"2019년 05월 15일","498,500","499,500","508,000","494,000","54.13K","-0.30%"
"2019년 05월 14일","500,000","523,000","523,000","497,000","86.70K","-2.15%"
"2019년 05월 13일","511,000","498,000","531,000","498,000","103.14K","1.79%"
"2019년 05월 10일","502,000","471,500","506,000","467,500","167.77K","2.45%"
"2019년 05월 09일","490,000","501,000","505,000","490,000","96.77K","-2.39%"
"2019년 05월 08일","502,000","497,500","507,000","495,000","54.20K","0.20%"
"2019년 05월 07일","501,000","510,000","520,000","499,000","73.94K","-3.47%"
"2019년 05월 03일","519,000","527,000","533,000","512,000","47.61K","-0.57%"
"2019년 05월 02일","522,000","526,000","526,000","518,000","51.64K","-0.76%"
"2019년 04월 30일","526,000","512,000","526,000","508,000","80.76K","2.94%"
"2019년 04월 29일","511,000","499,500","511,000","498,500","38.87K","1.39%"
"2019년 04월 26일","504,000","511,000","513,000","498,000","66.50K","-1.18%"
"2019년 04월 25일","510,000","504,000","512,000","502,000","45.22K","0.99%"
"2019년 04월 24일","505,000","503,000","505,000","495,500","78.79K","1.20%"
"2019년 04월 23일","499,000","491,500","499,500","489,500","52.26K","2.67%"
"2019년 04월 22일","486,000","491,500","492,000","484,500","52.61K","-1.02%"
"2019년 04월 19일","491,000","501,000","502,000","487,500","32.77K","-1.50%"
"2019년 04월 18일","498,500","499,000","502,000","492,000","36.12K","-0.30%"
"2019년 04월 17일","500,000","506,000","509,000","496,000","53.02K","-1.77%"
"2019년 04월 16일","509,000","499,500","510,000","495,000","54.84K","2.83%"
"2019년 04월 15일","495,000","504,000","507,000","494,500","63.61K","-2.17%"
"2019년 04월 12일","506,000","505,000","513,000","503,000","43.42K","0.20%"
"2019년 04월 11일","505,000","501,000","513,000","499,500","94.73K","1.51%"
"2019년 04월 10일","497,500","496,000","505,000","493,000","55.93K","0.30%"
"2019년 04월 09일","496,000","500,000","503,000","491,000","49.96K","-0.50%"
"2019년 04월 08일","498,500","503,000","503,000","491,000","37.20K","-0.89%"
"2019년 04월 05일","503,000","503,000","505,000","498,500","46.83K","0.90%"
"2019년 04월 04일","498,500","499,000","503,000","494,500","31.97K","0.00%"
"2019년 04월 03일","498,500","491,500","504,000","488,000","106.04K","1.42%"
"2019년 04월 02일","491,500","488,500","494,500","488,000","59.51K","0.20%"
"2019년 04월 01일","490,500","494,500","499,000","487,000","56.19K","-1.11%"
"2019년 03월 29일","496,000","498,000","499,500","491,000","72.90K","-0.40%"
"2019년 03월 28일","498,000","474,000","500,000","467,500","130.06K","4.08%"
"2019년 03월 27일","478,500","481,500","483,000","475,000","57.54K","-0.52%"
"2019년 03월 26일","481,000","480,500","486,000","477,500","80.55K","0.52%"
"2019년 03월 25일","478,500","475,500","485,000","473,500","91.27K","0.10%"
"2019년 03월 22일","478,000","465,500","483,000","463,500","160.90K","3.24%"
"2019년 03월 21일","463,000","449,500","464,500","449,500","100.83K","1.87%"
"2019년 03월 20일","454,500","445,500","457,000","443,500","61.54K","1.22%"
"2019년 03월 19일","449,000","448,000","453,500","444,000","48.62K","0.22%"
"2019년 03월 18일","448,000","445,500","449,500","443,500","58.08K","0.79%"
"2019년 03월 15일","444,500","434,500","444,500","434,000","65.10K","1.60%"
"2019년 03월 14일","437,500","441,000","441,000","433,500","91.58K","-0.23%"
"2019년 03월 13일","438,500","441,000","441,000","432,000","41.24K","-0.57%"
"2019년 03월 12일","441,000","440,500","443,500","436,500","45.58K","1.38%"
"2019년 03월 11일","435,000","435,000","444,000","430,500","58.94K","1.05%"
"2019년 03월 08일","430,500","437,500","439,500","429,000","69.89K","-2.16%"
"2019년 03월 07일","440,000","452,000","454,000","435,500","79.55K","-2.11%"
"2019년 03월 06일","449,500","445,000","451,000","437,000","72.92K","1.01%"
"2019년 03월 05일","445,000","449,500","450,500","443,000","66.21K","-0.67%"
"2019년 03월 04일","448,000","456,500","459,000","442,000","146.08K","-2.82%"
"2019년 02월 28일","461,000","451,000","467,000","448,000","187.29K","2.56%"
"2019년 02월 27일","449,500","443,500","450,000","439,500","104.21K","1.47%"
"2019년 02월 26일","443,000","435,500","443,000","433,500","77.65K","2.43%"
"2019년 02월 25일","432,500","431,000","437,500","430,500","91.84K","0.46%"
"2019년 02월 22일","430,500","444,000","444,000","429,500","124.82K","-3.04%"
"2019년 02월 21일","444,000","442,000","445,500","437,000","74.21K","0.57%"
"2019년 02월 20일","441,500","444,000","447,000","441,000","82.75K","-1.12%"
"2019년 02월 19일","446,500","448,000","451,000","445,500","64.15K","-0.11%"
"2019년 02월 18일","447,000","450,000","450,000","443,000","84.52K","0.34%"
"2019년 02월 17일","445,500","445,500","445,500","445,500","-","0.00%"
"2019년 02월 15일","445,500","445,000","452,000","442,000","127.71K","-0.56%"
"2019년 02월 14일","448,000","435,500","448,000","433,000","217.40K","3.46%"
"2019년 02월 13일","433,000","431,500","436,000","424,500","196.14K","-0.12%"
"2019년 02월 12일","433,500","445,500","455,000","425,000","313.27K","-4.20%"
"2019년 02월 11일","452,500","462,000","464,000","447,000","165.85K","-2.37%"
"2019년 02월 10일","463,500","463,500","463,500","463,500","-","0.00%"
"2019년 02월 08일","463,500","460,500","464,500","460,000","63.33K","0.22%"
"2019년 02월 07일","462,500","474,000","474,000","459,000","104.25K","-2.43%"
"2019년 02월 06일","474,000","474,000","474,000","474,000","-","0.00%"
"2019년 02월 01일","474,000","468,500","478,000","466,000","79.35K","1.17%"
"2019년 01월 31일","468,500","470,000","474,500","464,000","124.90K","0.21%"
"2019년 01월 30일","467,500","465,000","471,000","461,000","108.89K","0.43%"
"2019년 01월 29일","465,500","466,500","469,000","460,500","89.71K","0.43%"
"2019년 01월 28일","463,500","466,000","469,500","461,500","103.20K","-0.75%"
"2019년 01월 27일","467,000","467,000","467,000","467,000","-","0.00%"
"2019년 01월 25일","467,000","471,000","473,500","462,000","136.17K","-1.37%"
"2019년 01월 24일","473,500","477,500","486,500","468,000","95.68K","-2.17%"
"2019년 01월 23일","484,000","495,500","499,000","483,500","67.97K","-2.42%"
"2019년 01월 22일","496,000","498,000","501,000","493,000","47.87K","-0.40%"
"2019년 01월 21일","498,000","500,000","504,000","493,500","61.54K","0.00%"
"2019년 01월 20일","498,000","498,000","498,000","498,000","-","0.00%"
"2019년 01월 18일","498,000","484,500","502,000","482,500","123.64K","3.64%"
"2019년 01월 17일","480,500","466,000","483,000","463,000","115.05K","3.22%"
"2019년 01월 16일","465,500","476,000","477,500","459,000","116.47K","-2.10%"
"2019년 01월 15일","475,500","482,500","488,000","473,000","88.00K","-1.45%"
"2019년 01월 14일","482,500","487,000","493,000","481,000","64.72K","-1.43%"
"2019년 01월 13일","489,500","489,500","489,500","489,500","-","0.00%"
"2019년 01월 11일","489,500","477,000","490,000","472,000","97.96K","3.71%"
"2019년 01월 10일","472,000","469,000","476,000","466,000","69.91K","-0.53%"
"2019년 01월 09일","474,500","467,500","477,500","466,500","60.75K","1.17%"
"2019년 01월 08일","469,000","476,000","477,500","462,500","59.15K","-0.74%"
"2019년 01월 07일","472,500","460,000","476,500","460,000","99.73K","1.83%"
"2019년 01월 06일","464,000","464,000","464,000","464,000","-","0.00%"
"2019년 01월 04일","464,000","455,500","468,000","455,000","85.48K","2.09%"
"2019년 01월 03일","454,500","467,000","467,000","450,500","86.40K","-2.68%"
"2019년 01월 02일","467,000","464,500","472,500","461,000","65.55K","0.11%"
"2019년 01월 01일","466,500","466,500","466,500","466,500","-","0.00%"
"2018년 12월 28일","466,500","475,000","476,000","464,000","122.40K","-3.62%"
"2018년 12월 27일","484,000","485,000","487,000","471,500","87.38K","2.22%"
"2018년 12월 26일","473,500","472,500","482,500","468,500","102.42K","-0.63%"
"2018년 12월 25일","476,500","476,500","476,500","476,500","-","0.00%"
"2018년 12월 24일","476,500","480,500","487,000","474,000","75.87K","-0.73%"
"2018년 12월 23일","480,000","480,000","480,000","480,000","-","0.00%"
"2018년 12월 21일","480,000","468,500","483,500","460,000","227.26K","2.67%"
"2018년 12월 20일","467,500","482,500","482,500","466,000","121.34K","-3.11%"
"2018년 12월 19일","482,500","481,000","485,000","476,000","58.78K","1.15%"
"2018년 12월 18일","477,000","478,500","485,000","473,000","87.87K","-0.63%"
"2018년 12월 17일","480,000","500,000","503,000","479,500","99.64K","-4.00%"
"2018년 12월 16일","500,000","500,000","500,000","500,000","-","0.00%"
"2018년 12월 14일","500,000","507,000","509,000","491,000","85.79K","-1.77%"
"2018년 12월 13일","509,000","510,000","510,000","503,000","204.84K","1.19%"
"2018년 12월 12일","503,000","497,500","504,000","494,000","69.20K","1.11%"
"2018년 12월 11일","497,500","498,500","503,000","491,500","108.91K","0.00%"
"2018년 12월 10일","497,500","486,000","499,000","482,000","120.80K","1.84%"
"2018년 12월 09일","488,500","488,500","488,500","488,500","-","0.00%"
"2018년 12월 07일","488,500","489,000","496,500","482,000","115.73K","0.41%"
"2018년 12월 06일","486,500","485,500","493,000","472,000","261.96K","-2.31%"
"2018년 12월 05일","498,000","494,000","502,000","491,500","81.28K","1.12%"
"2018년 12월 04일","492,500","496,000","503,000","484,500","109.58K","-0.40%"
"2018년 12월 03일","494,500","509,000","517,000","493,500","143.70K","-3.42%"
"2018년 12월 02일","512,000","512,000","512,000","512,000","-","0.00%"
"2018년 11월 30일","512,000","508,000","512,000","504,000","166.52K","0.79%"
"2018년 11월 29일","508,000","501,000","508,000","496,500","176.04K","0.59%"
"2018년 11월 28일","505,000","487,500","509,000","485,500","160.24K","4.12%"
"2018년 11월 27일","485,000","490,500","492,000","478,500","102.49K","-1.62%"
"2018년 11월 26일","493,000","478,000","493,000","478,000","101.81K","4.01%"
"2018년 11월 25일","474,000","474,000","474,000","474,000","-","0.00%"
"2018년 11월 23일","474,000","470,000","478,500","470,000","63.83K","-1.04%"
"2018년 11월 22일","479,000","472,000","482,500","470,500","46.82K","0.74%"
"2018년 11월 21일","475,500","473,000","478,500","467,000","79.29K","-0.11%"
"2018년 11월 20일","476,000","467,500","476,500","464,000","60.96K","1.82%"
"2018년 11월 19일","467,500","460,500","469,000","460,500","62.45K","0.32%"
"2018년 11월 18일","466,000","466,000","466,000","466,000","-","0.00%"
"2018년 11월 16일","466,000","472,000","472,500","462,000","74.03K","-1.58%"
"2018년 11월 15일","473,500","462,000","474,000","458,500","63.83K","3.38%"
"2018년 11월 14일","458,000","451,500","471,000","447,000","161.15K","2.46%"
"2018년 11월 13일","447,000","445,000","452,500","439,000","144.83K","-0.11%"
"2018년 11월 12일","447,500","444,000","452,000","440,000","119.31K","1.59%"
"2018년 11월 11일","440,500","440,500","440,500","440,500","-","0.00%"
"2018년 11월 09일","440,500","430,500","444,500","427,000","161.11K","0.57%"
"2018년 11월 08일","438,000","453,000","460,000","428,500","198.99K","-2.67%"
"2018년 11월 07일","450,000","445,000","457,500","436,000","102.97K","0.22%"
"2018년 11월 06일","449,000","455,000","458,500","438,500","102.51K","-0.77%"
"2018년 11월 05일","452,500","438,000","452,500","438,000","120.74K","2.03%"
"2018년 11월 02일","443,500","431,000","444,500","431,000","107.24K","2.90%"
